id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
132274,Male,44,1,41.0,0,1-2 Year,Yes,36977.0,124.0,38,0
168281,Male,41,1,8.0,0,1-2 Year,Yes,2630.0,25.0,120,0
225018,Male,64,0,28.0,0,1-2 Year,No,32996.0,122.0,284,0
326435,Male,26,1,8.0,1,< 1 Year,No,33348.0,152.0,204,0
351539,Male,24,1,28.0,0,< 1 Year,Yes,28028.0,152.0,24,0
363557,Female,28,1,49.0,0,< 1 Year,Yes,2630.0,152.0,60,0
258532,Female,26,1,29.0,1,< 1 Year,No,2630.0,152.0,35,0
29569,Male,78,1,41.0,0,1-2 Year,No,40063.0,12.0,36,0
329095,Female,20,1,15.0,1,< 1 Year,No,28974.0,160.0,269,0
60255,Male,75,1,47.0,1,1-2 Year,No,35940.0,124.0,11,0
314022,Male,36,1,29.0,1,1-2 Year,No,28120.0,26.0,136,0
283901,Female,61,1,28.0,0,1-2 Year,Yes,54770.0,26.0,207,1
17060,Female,59,1,28.0,0,1-2 Year,Yes,61142.0,154.0,220,0
40507,Male,75,1,28.0,0,1-2 Year,Yes,67866.0,26.0,139,0
370550,Female,30,1,11.0,1,< 1 Year,No,30252.0,152.0,30,0
161149,Male,24,1,36.0,0,< 1 Year,Yes,2630.0,26.0,137,1
266236,Female,72,1,48.0,1,1-2 Year,No,2630.0,15.0,93,0
72376,Female,25,1,18.0,1,< 1 Year,No,29162.0,152.0,75,0
233977,Female,23,1,41.0,0,1-2 Year,Yes,28944.0,26.0,291,0
256209,Female,27,1,33.0,1,< 1 Year,No,30774.0,152.0,27,0
72342,Female,25,1,29.0,1,< 1 Year,No,44947.0,152.0,215,0
136168,Female,28,1,13.0,1,< 1 Year,No,23238.0,152.0,175,0
380180,Female,20,1,8.0,1,< 1 Year,No,54618.0,160.0,13,0
285594,Male,49,1,28.0,0,> 2 Years,Yes,60710.0,26.0,121,1
162707,Male,54,1,28.0,1,1-2 Year,No,47178.0,124.0,178,0
211072,Female,58,1,28.0,0,1-2 Year,Yes,51809.0,26.0,55,0
331852,Female,22,1,46.0,1,< 1 Year,No,34486.0,152.0,69,0
219730,Male,23,1,28.0,1,< 1 Year,No,38986.0,152.0,293,0
315949,Female,22,1,36.0,1,< 1 Year,No,37480.0,152.0,220,0
255388,Male,27,1,21.0,1,< 1 Year,No,24952.0,152.0,77,0
80620,Male,56,1,28.0,0,1-2 Year,Yes,56067.0,26.0,99,0
183317,Female,22,1,28.0,1,< 1 Year,No,47313.0,152.0,75,0
4150,Female,37,1,41.0,0,1-2 Year,Yes,2630.0,156.0,40,0
181084,Male,25,1,15.0,0,< 1 Year,No,41068.0,152.0,15,0
305582,Male,22,1,9.0,0,< 1 Year,No,29356.0,152.0,68,0
69018,Male,35,1,24.0,0,1-2 Year,Yes,36152.0,156.0,247,0
351975,Male,20,1,11.0,1,< 1 Year,No,27081.0,160.0,264,0
369163,Male,20,1,37.0,0,< 1 Year,Yes,31298.0,160.0,158,0
121548,Male,34,1,28.0,0,1-2 Year,Yes,44902.0,124.0,293,1
126018,Male,21,1,36.0,0,< 1 Year,Yes,32506.0,152.0,267,0
348352,Male,48,1,8.0,1,1-2 Year,No,2630.0,26.0,182,0
269656,Female,33,1,38.0,0,< 1 Year,Yes,33708.0,156.0,133,0
276631,Male,76,1,28.0,0,1-2 Year,Yes,49168.0,26.0,245,0
229849,Male,53,0,8.0,0,1-2 Year,Yes,31947.0,124.0,26,1
336990,Male,62,1,30.0,1,1-2 Year,No,18374.0,26.0,146,0
329161,Male,26,1,24.0,0,< 1 Year,Yes,28191.0,152.0,271,0
12762,Female,42,1,28.0,1,1-2 Year,No,27426.0,124.0,72,0
136147,Male,24,1,10.0,1,< 1 Year,No,35116.0,152.0,233,0
244643,Male,50,1,8.0,0,1-2 Year,Yes,43340.0,124.0,222,0
178922,Male,25,1,41.0,1,< 1 Year,No,23518.0,152.0,234,0
261042,Male,43,1,48.0,0,> 2 Years,Yes,2630.0,26.0,84,1
208629,Female,24,1,49.0,1,< 1 Year,No,28545.0,152.0,212,0
183329,Male,23,1,23.0,0,< 1 Year,Yes,27031.0,26.0,107,0
270908,Female,70,1,29.0,0,1-2 Year,Yes,30947.0,124.0,150,1
366364,Female,24,1,11.0,1,< 1 Year,No,24858.0,152.0,141,0
229771,Male,51,1,50.0,0,1-2 Year,Yes,28606.0,8.0,162,0
334362,Male,49,1,28.0,0,1-2 Year,Yes,38255.0,26.0,132,1
252681,Male,50,1,11.0,1,1-2 Year,No,25419.0,160.0,135,0
230575,Male,26,1,15.0,1,< 1 Year,No,35806.0,152.0,76,0
2490,Female,59,1,36.0,0,< 1 Year,Yes,45216.0,152.0,100,0
300676,Male,50,1,28.0,0,1-2 Year,Yes,2630.0,26.0,187,1
163149,Female,24,1,15.0,0,< 1 Year,Yes,28561.0,152.0,78,0
18803,Male,52,1,15.0,1,1-2 Year,No,2630.0,14.0,176,0
141395,Male,48,1,3.0,1,1-2 Year,No,25765.0,124.0,257,0
343056,Female,46,1,28.0,0,1-2 Year,Yes,2630.0,124.0,219,0
211873,Male,25,1,6.0,0,< 1 Year,Yes,33448.0,152.0,119,0
349415,Female,20,1,26.0,0,< 1 Year,Yes,24486.0,160.0,115,0
373866,Female,40,1,33.0,1,1-2 Year,No,2630.0,35.0,214,0
177835,Female,50,1,24.0,0,1-2 Year,Yes,2630.0,157.0,281,0
184912,Female,58,1,28.0,0,> 2 Years,Yes,63704.0,26.0,16,1
152416,Male,23,1,10.0,1,< 1 Year,No,40613.0,152.0,82,0
370226,Male,22,1,15.0,0,< 1 Year,Yes,54684.0,152.0,299,0
315791,Male,52,1,28.0,1,1-2 Year,No,41813.0,122.0,201,0
302566,Male,58,1,8.0,1,1-2 Year,Yes,42191.0,124.0,78,0
27812,Female,66,1,28.0,0,1-2 Year,Yes,32703.0,26.0,15,0
178464,Male,58,1,28.0,0,1-2 Year,Yes,26159.0,26.0,59,0
377503,Male,51,1,47.0,1,1-2 Year,No,36202.0,26.0,85,0
329418,Female,36,1,33.0,0,1-2 Year,Yes,31313.0,154.0,199,1
280573,Female,33,1,15.0,1,< 1 Year,No,2630.0,152.0,163,0
279230,Male,27,1,50.0,1,< 1 Year,No,40806.0,152.0,117,0
61584,Female,61,1,15.0,1,1-2 Year,No,29264.0,14.0,237,0
203114,Female,21,1,50.0,1,< 1 Year,No,46530.0,160.0,246,0
278191,Female,33,1,28.0,0,1-2 Year,Yes,52271.0,52.0,121,1
196749,Female,70,1,28.0,1,1-2 Year,No,45809.0,124.0,159,0
261239,Female,24,1,10.0,1,< 1 Year,No,24159.0,152.0,63,0
36222,Female,21,1,46.0,1,< 1 Year,No,22212.0,152.0,164,0
351451,Female,25,1,18.0,1,< 1 Year,No,2630.0,152.0,182,0
133925,Female,51,1,28.0,0,1-2 Year,Yes,35308.0,26.0,212,0
167628,Male,39,1,48.0,0,1-2 Year,Yes,2630.0,124.0,171,0
340281,Male,57,1,28.0,0,1-2 Year,No,45037.0,26.0,128,0
205449,Female,22,1,10.0,1,< 1 Year,No,45462.0,152.0,285,0
260429,Male,41,1,48.0,1,1-2 Year,No,2630.0,124.0,96,0
368988,Female,23,1,15.0,0,< 1 Year,Yes,25987.0,152.0,271,0
285646,Female,59,1,48.0,0,> 2 Years,Yes,2630.0,15.0,122,0
313909,Male,44,1,29.0,0,1-2 Year,Yes,40500.0,3.0,243,1
359786,Male,23,1,30.0,0,< 1 Year,Yes,27744.0,152.0,185,0
252781,Male,50,1,6.0,0,1-2 Year,Yes,24183.0,124.0,143,0
310207,Male,39,1,46.0,1,1-2 Year,No,25620.0,124.0,227,0
284306,Female,27,1,35.0,1,< 1 Year,No,35557.0,152.0,285,0
19305,Male,41,1,28.0,1,1-2 Year,No,61771.0,26.0,179,0
278547,Male,42,1,28.0,1,1-2 Year,No,46714.0,124.0,275,0
377819,Female,28,1,41.0,1,< 1 Year,No,28335.0,152.0,60,0
133164,Male,24,1,28.0,1,< 1 Year,No,57715.0,152.0,35,0
361567,Female,30,1,50.0,1,< 1 Year,No,51889.0,152.0,97,0
25771,Male,25,1,28.0,1,< 1 Year,No,30619.0,152.0,289,0
121681,Female,42,1,28.0,0,1-2 Year,Yes,38652.0,29.0,131,0
50891,Female,42,1,3.0,0,1-2 Year,Yes,28481.0,124.0,282,0
178019,Male,58,1,28.0,0,1-2 Year,Yes,2630.0,26.0,250,0
63930,Female,49,1,28.0,0,1-2 Year,Yes,2630.0,26.0,71,0
295629,Male,26,1,36.0,1,< 1 Year,No,54626.0,152.0,279,0
159226,Female,46,1,41.0,0,1-2 Year,Yes,37331.0,124.0,261,0
369070,Male,40,1,28.0,0,1-2 Year,Yes,36944.0,26.0,78,0
211726,Male,56,1,24.0,1,1-2 Year,Yes,2630.0,145.0,93,0
307006,Male,37,1,46.0,0,1-2 Year,Yes,25377.0,124.0,291,0
340247,Male,24,1,33.0,1,< 1 Year,No,33838.0,152.0,182,0
173720,Male,46,1,48.0,1,1-2 Year,No,2630.0,124.0,138,0
150615,Male,25,1,37.0,0,< 1 Year,No,35731.0,152.0,108,0
135867,Male,21,1,6.0,1,< 1 Year,No,21409.0,152.0,288,0
41069,Female,38,1,21.0,1,1-2 Year,No,28907.0,152.0,270,0
213915,Male,35,1,11.0,0,1-2 Year,Yes,31591.0,157.0,103,0
8167,Male,33,1,28.0,0,< 1 Year,Yes,2630.0,160.0,38,0
88068,Female,51,1,28.0,0,1-2 Year,Yes,27915.0,124.0,68,0
69442,Male,71,1,50.0,0,1-2 Year,No,45126.0,30.0,96,0
274735,Female,26,1,11.0,1,< 1 Year,No,2630.0,160.0,101,0
194603,Female,43,1,28.0,0,1-2 Year,Yes,2630.0,13.0,49,1
343725,Female,35,1,41.0,1,1-2 Year,No,31528.0,124.0,212,0
145905,Male,58,1,28.0,0,1-2 Year,Yes,30964.0,29.0,44,0
158238,Male,47,1,46.0,0,1-2 Year,Yes,33562.0,124.0,63,1
68237,Female,22,1,46.0,0,1-2 Year,Yes,2630.0,163.0,290,0
78223,Female,23,1,37.0,0,< 1 Year,Yes,40913.0,152.0,105,0
204741,Male,20,1,8.0,0,< 1 Year,No,2630.0,160.0,140,0
170302,Female,46,1,33.0,0,1-2 Year,Yes,38531.0,124.0,187,0
161399,Female,52,1,28.0,0,1-2 Year,Yes,58139.0,26.0,72,0
31441,Female,24,1,29.0,1,< 1 Year,No,26282.0,152.0,287,0
348061,Male,53,1,8.0,0,1-2 Year,Yes,31144.0,26.0,151,0
89768,Female,52,1,28.0,0,1-2 Year,Yes,48269.0,26.0,25,0
11541,Male,23,1,50.0,0,< 1 Year,No,26221.0,152.0,147,0
370613,Male,39,1,8.0,1,1-2 Year,No,27369.0,124.0,256,0
32440,Female,31,1,2.0,0,< 1 Year,Yes,2630.0,160.0,141,0
365039,Female,25,1,11.0,1,< 1 Year,No,38401.0,152.0,279,0
277054,Male,71,1,46.0,1,1-2 Year,No,21446.0,26.0,39,0
174123,Male,44,1,4.0,1,1-2 Year,Yes,47661.0,26.0,11,0
89936,Male,23,1,30.0,1,< 1 Year,No,42937.0,160.0,61,0
240278,Male,56,1,28.0,0,1-2 Year,Yes,80873.0,124.0,170,0
84584,Male,60,1,28.0,0,1-2 Year,No,2630.0,157.0,239,0
330102,Female,26,1,8.0,1,< 1 Year,No,37267.0,152.0,295,0
171220,Female,26,1,3.0,0,< 1 Year,Yes,2630.0,152.0,81,0
173258,Female,50,1,15.0,1,1-2 Year,No,2630.0,124.0,90,0
335795,Male,41,1,36.0,0,1-2 Year,Yes,51320.0,26.0,209,0
54512,Female,44,1,25.0,0,1-2 Year,Yes,23072.0,124.0,201,1
314090,Female,47,1,41.0,0,1-2 Year,Yes,38865.0,26.0,172,0
113163,Female,26,1,30.0,1,< 1 Year,No,36195.0,152.0,218,0
9029,Male,49,1,28.0,0,1-2 Year,Yes,2630.0,124.0,282,0
188230,Female,77,1,28.0,0,1-2 Year,Yes,39438.0,52.0,296,0
211838,Male,42,1,41.0,1,1-2 Year,No,60749.0,124.0,254,0
115414,Female,61,1,28.0,0,1-2 Year,Yes,34282.0,26.0,210,0
8087,Female,26,1,12.0,1,< 1 Year,No,13554.0,152.0,177,0
24739,Male,41,1,28.0,0,1-2 Year,Yes,54012.0,26.0,53,0
55450,Female,41,1,18.0,0,1-2 Year,Yes,29444.0,26.0,241,0
321264,Female,36,1,15.0,1,1-2 Year,Yes,32687.0,152.0,125,0
324908,Female,72,1,26.0,0,1-2 Year,Yes,44119.0,22.0,279,0
129916,Male,26,1,35.0,1,< 1 Year,No,42488.0,152.0,263,0
355743,Female,21,1,11.0,1,< 1 Year,No,61452.0,152.0,55,0
172234,Male,39,1,28.0,1,1-2 Year,No,44960.0,124.0,42,0
192306,Male,43,1,28.0,0,1-2 Year,Yes,2630.0,124.0,220,1
370617,Male,79,1,48.0,1,1-2 Year,No,2630.0,122.0,44,0
341344,Female,25,1,21.0,1,< 1 Year,No,25683.0,152.0,196,0
24564,Female,21,1,32.0,1,< 1 Year,No,35555.0,152.0,254,0
311366,Female,42,1,39.0,0,1-2 Year,Yes,30087.0,124.0,153,1
328556,Female,22,1,8.0,1,< 1 Year,No,34823.0,152.0,46,0
186787,Male,25,1,28.0,1,< 1 Year,No,35157.0,152.0,177,0
185421,Female,24,1,8.0,1,< 1 Year,No,37724.0,152.0,155,0
13354,Male,25,1,11.0,1,< 1 Year,No,21863.0,152.0,85,0
347327,Male,25,1,28.0,1,< 1 Year,No,26321.0,152.0,141,0
177582,Male,48,1,28.0,0,> 2 Years,Yes,37583.0,26.0,269,0
54128,Female,64,1,28.0,1,1-2 Year,No,2630.0,26.0,257,0
7919,Female,62,1,28.0,0,1-2 Year,Yes,57662.0,26.0,137,1
70046,Male,24,1,30.0,0,< 1 Year,Yes,41342.0,152.0,169,0
162861,Female,22,1,30.0,1,< 1 Year,No,23702.0,152.0,144,0
53186,Female,33,1,21.0,1,< 1 Year,No,28290.0,152.0,200,0
36873,Female,57,1,46.0,0,< 1 Year,No,2630.0,1.0,180,0
286104,Female,62,1,46.0,1,1-2 Year,No,37627.0,152.0,73,0
165150,Male,31,1,36.0,1,< 1 Year,No,2630.0,152.0,104,0
260974,Female,25,1,28.0,1,< 1 Year,No,50006.0,152.0,42,0
98961,Female,24,1,30.0,1,< 1 Year,No,2630.0,152.0,84,0
176468,Male,63,1,28.0,0,1-2 Year,Yes,44886.0,124.0,55,1
343737,Male,24,1,30.0,1,< 1 Year,No,26761.0,152.0,121,0
57417,Female,21,1,47.0,1,< 1 Year,No,34653.0,160.0,59,0
334878,Female,29,1,21.0,0,< 1 Year,Yes,36153.0,152.0,274,0
179465,Female,28,1,41.0,1,< 1 Year,No,29395.0,152.0,295,0
309572,Male,32,1,28.0,1,< 1 Year,No,26221.0,152.0,234,0
26895,Male,34,1,28.0,0,1-2 Year,Yes,47698.0,26.0,133,0
105518,Male,41,1,31.0,0,1-2 Year,No,2630.0,124.0,232,0
72599,Female,24,1,30.0,1,< 1 Year,No,31591.0,152.0,297,0
282201,Female,64,1,28.0,1,1-2 Year,No,52114.0,26.0,55,0
179414,Male,26,1,6.0,1,< 1 Year,No,22798.0,152.0,48,0
62010,Male,69,1,46.0,0,1-2 Year,Yes,39231.0,26.0,85,0
189232,Female,32,1,3.0,1,< 1 Year,No,20953.0,160.0,250,0
21855,Male,25,1,3.0,1,< 1 Year,No,37811.0,152.0,116,0
262772,Female,32,1,48.0,0,1-2 Year,Yes,2630.0,26.0,279,0
169617,Male,37,1,8.0,1,1-2 Year,No,35381.0,124.0,231,0
273150,Female,62,1,28.0,0,> 2 Years,Yes,28381.0,26.0,98,0
40516,Male,47,1,48.0,0,1-2 Year,Yes,2630.0,124.0,171,0
150365,Male,45,1,8.0,1,1-2 Year,No,32021.0,124.0,100,0
22110,Female,49,1,28.0,0,1-2 Year,Yes,49667.0,26.0,138,1
183542,Male,44,1,35.0,1,1-2 Year,Yes,31711.0,124.0,184,0
175574,Male,31,1,10.0,1,< 1 Year,No,24899.0,152.0,11,0
145849,Male,68,1,3.0,0,1-2 Year,Yes,19452.0,26.0,11,0
185324,Male,33,1,27.0,1,< 1 Year,No,29979.0,152.0,122,0
77039,Male,72,1,28.0,0,1-2 Year,Yes,28791.0,26.0,266,0
239994,Female,27,1,35.0,1,< 1 Year,No,24977.0,152.0,33,0
56236,Female,23,1,29.0,1,< 1 Year,No,22479.0,152.0,210,0
167884,Male,59,1,9.0,0,1-2 Year,Yes,34122.0,124.0,242,0
167701,Male,51,1,22.0,0,1-2 Year,Yes,38089.0,26.0,46,1
180104,Male,46,1,28.0,0,1-2 Year,Yes,32744.0,26.0,272,0
153565,Male,22,1,37.0,0,< 1 Year,Yes,42576.0,152.0,67,0
177873,Female,24,1,30.0,1,< 1 Year,No,26555.0,152.0,167,0
59924,Female,30,1,48.0,0,< 1 Year,Yes,2630.0,152.0,203,0
245307,Female,25,1,22.0,0,< 1 Year,Yes,31543.0,152.0,80,0
187299,Female,24,1,24.0,1,< 1 Year,No,30616.0,152.0,193,0
57891,Male,24,1,46.0,1,< 1 Year,No,24287.0,152.0,282,0
338551,Male,43,1,0.0,0,> 2 Years,Yes,2630.0,124.0,282,0
223602,Male,23,1,15.0,1,< 1 Year,No,30318.0,152.0,148,0
77237,Female,67,1,28.0,0,1-2 Year,Yes,40133.0,124.0,97,0
114515,Female,23,1,15.0,1,< 1 Year,No,2630.0,151.0,174,0
346162,Male,49,1,8.0,1,1-2 Year,No,30685.0,124.0,135,0
135820,Female,21,1,7.0,0,< 1 Year,Yes,42963.0,152.0,54,0
85496,Female,22,1,30.0,0,< 1 Year,Yes,30715.0,152.0,29,0
209982,Female,25,1,29.0,1,< 1 Year,No,32016.0,152.0,147,0
377733,Male,51,1,18.0,0,> 2 Years,Yes,36184.0,26.0,101,0
195075,Male,23,1,39.0,1,< 1 Year,No,38550.0,152.0,11,0
49640,Male,65,1,28.0,0,1-2 Year,Yes,44708.0,30.0,94,0
41192,Male,28,1,16.0,0,< 1 Year,Yes,24730.0,160.0,82,0
297346,Male,54,1,18.0,0,1-2 Year,Yes,2630.0,26.0,173,1
307313,Male,48,1,42.0,1,1-2 Year,No,38211.0,26.0,95,0
14625,Female,49,1,28.0,1,1-2 Year,No,45280.0,124.0,169,0
328854,Male,52,1,13.0,0,> 2 Years,Yes,15222.0,26.0,257,0
348062,Male,65,1,44.0,0,1-2 Year,No,30737.0,124.0,39,0
295840,Female,37,1,28.0,0,1-2 Year,Yes,26562.0,124.0,299,1
51841,Male,45,1,30.0,0,1-2 Year,Yes,35816.0,124.0,90,1
23166,Female,21,1,46.0,0,< 1 Year,Yes,36740.0,160.0,222,0
265458,Male,59,1,8.0,0,> 2 Years,Yes,2630.0,156.0,21,0
126656,Male,43,1,33.0,0,1-2 Year,Yes,32680.0,124.0,189,0
196252,Male,44,1,28.0,0,1-2 Year,Yes,40259.0,124.0,257,0
361671,Male,22,1,10.0,1,< 1 Year,No,21214.0,152.0,147,0
111222,Male,33,1,28.0,1,< 1 Year,Yes,32111.0,154.0,218,0
256621,Male,62,1,35.0,1,1-2 Year,No,2630.0,152.0,48,0
43269,Female,69,1,37.0,1,1-2 Year,No,23255.0,128.0,43,0
182312,Male,64,1,46.0,0,1-2 Year,Yes,24147.0,26.0,283,0
215646,Female,59,1,28.0,0,1-2 Year,Yes,29837.0,60.0,273,0
26596,Female,25,1,12.0,0,< 1 Year,No,33082.0,152.0,242,1
368413,Female,69,1,28.0,1,1-2 Year,Yes,34735.0,26.0,262,0
189264,Male,42,1,28.0,0,1-2 Year,Yes,34272.0,122.0,123,0
165653,Female,27,1,11.0,1,< 1 Year,No,28162.0,152.0,154,0
91541,Female,23,1,18.0,0,< 1 Year,Yes,2630.0,152.0,131,0
13285,Male,49,1,4.0,1,1-2 Year,Yes,22805.0,124.0,254,0
135974,Male,34,1,41.0,0,1-2 Year,Yes,2630.0,154.0,217,0
253008,Male,66,1,2.0,1,1-2 Year,No,21839.0,26.0,143,0
292204,Male,40,1,33.0,0,1-2 Year,Yes,44710.0,124.0,251,1
292602,Female,25,1,35.0,1,< 1 Year,No,26385.0,152.0,124,0
99760,Female,28,1,28.0,1,< 1 Year,No,46418.0,152.0,269,0
214423,Male,22,1,4.0,1,< 1 Year,No,28331.0,152.0,21,0
44334,Female,38,1,6.0,0,1-2 Year,No,21158.0,124.0,159,0
203987,Female,56,1,28.0,0,1-2 Year,Yes,51459.0,26.0,26,1
126305,Male,68,1,28.0,0,> 2 Years,Yes,36654.0,122.0,288,0
342451,Male,23,1,50.0,1,< 1 Year,No,46302.0,152.0,184,0
315324,Female,38,1,3.0,0,1-2 Year,Yes,30790.0,124.0,53,0
363775,Female,47,1,43.0,1,1-2 Year,No,40459.0,26.0,27,0
212468,Male,48,1,28.0,0,1-2 Year,Yes,27214.0,124.0,140,0
277751,Female,22,1,37.0,0,< 1 Year,Yes,20297.0,152.0,37,1
305354,Male,39,1,36.0,0,1-2 Year,Yes,32430.0,26.0,227,0
209268,Male,68,1,28.0,0,> 2 Years,Yes,37969.0,26.0,135,0
371977,Male,60,1,46.0,0,1-2 Year,Yes,28583.0,124.0,151,0
118922,Female,25,1,28.0,0,< 1 Year,Yes,41177.0,152.0,95,1
173727,Male,22,1,8.0,1,< 1 Year,No,80355.0,152.0,173,0
48838,Female,29,1,39.0,1,< 1 Year,No,28217.0,152.0,83,0
284341,Female,28,1,10.0,1,< 1 Year,No,33998.0,152.0,40,0
197675,Male,54,1,48.0,0,1-2 Year,Yes,2630.0,26.0,20,0
361810,Female,38,1,35.0,0,1-2 Year,Yes,57112.0,124.0,83,0
18307,Male,48,1,8.0,1,1-2 Year,No,42786.0,26.0,206,0
46719,Female,34,1,36.0,0,1-2 Year,No,35172.0,160.0,127,0
168603,Male,25,1,25.0,0,< 1 Year,No,24904.0,152.0,80,0
260625,Female,24,1,31.0,0,< 1 Year,No,2630.0,152.0,105,1
350710,Female,37,1,28.0,0,1-2 Year,No,49418.0,124.0,111,0
207602,Male,21,1,34.0,0,< 1 Year,Yes,37535.0,160.0,241,0
347236,Male,52,1,28.0,0,1-2 Year,Yes,49116.0,26.0,134,0
291824,Male,23,1,15.0,0,< 1 Year,Yes,45849.0,152.0,158,0
3689,Male,25,1,46.0,1,< 1 Year,No,26524.0,152.0,198,0
216965,Male,26,1,30.0,1,< 1 Year,No,26196.0,152.0,252,0
132840,Male,23,1,41.0,0,< 1 Year,Yes,35059.0,152.0,143,1
208442,Female,23,1,22.0,1,< 1 Year,No,48084.0,152.0,220,0
179260,Female,25,1,11.0,1,< 1 Year,No,24264.0,152.0,64,0
277244,Male,68,1,28.0,0,> 2 Years,Yes,62225.0,26.0,105,0
367857,Male,23,1,28.0,0,< 1 Year,Yes,57844.0,122.0,17,0
70404,Male,24,1,27.0,0,< 1 Year,No,25606.0,151.0,199,0
371053,Male,25,1,15.0,1,< 1 Year,No,35086.0,152.0,90,0
285983,Male,26,1,29.0,0,< 1 Year,Yes,46864.0,160.0,44,0
267965,Female,58,1,28.0,0,1-2 Year,Yes,45524.0,26.0,296,0
359498,Male,41,1,40.0,0,1-2 Year,Yes,2630.0,156.0,31,0
354585,Male,23,1,40.0,0,< 1 Year,Yes,25323.0,152.0,113,0
264954,Male,39,1,46.0,1,1-2 Year,No,21265.0,154.0,268,0
370552,Female,37,1,28.0,0,1-2 Year,Yes,27262.0,124.0,144,1
75892,Male,49,1,7.0,1,1-2 Year,No,2630.0,124.0,154,0
305988,Male,28,1,21.0,1,< 1 Year,Yes,2630.0,152.0,61,0
261248,Male,50,1,21.0,1,1-2 Year,No,32872.0,26.0,192,0
189133,Female,48,1,46.0,1,1-2 Year,No,28818.0,11.0,219,0
39556,Male,38,1,38.0,1,1-2 Year,No,2630.0,124.0,130,0
262682,Female,59,1,28.0,0,> 2 Years,Yes,47509.0,26.0,113,0
261545,Male,39,1,28.0,1,1-2 Year,No,2630.0,122.0,25,0
291029,Male,22,1,25.0,0,< 1 Year,Yes,30964.0,152.0,53,0
248629,Female,46,1,50.0,1,1-2 Year,No,2630.0,152.0,294,0
361596,Female,47,1,39.0,0,1-2 Year,Yes,93360.0,26.0,99,0
50926,Male,42,1,11.0,1,1-2 Year,Yes,21768.0,124.0,36,0
314235,Male,61,1,13.0,1,1-2 Year,No,34462.0,26.0,192,0
173996,Male,24,1,8.0,1,< 1 Year,No,34450.0,152.0,274,0
111794,Female,21,1,47.0,0,< 1 Year,Yes,36805.0,152.0,131,0
28342,Male,23,1,8.0,1,< 1 Year,No,35825.0,152.0,297,0
116556,Male,33,1,28.0,0,1-2 Year,Yes,2630.0,156.0,65,0
318624,Male,23,1,39.0,0,< 1 Year,No,27899.0,152.0,91,0
10135,Male,36,1,39.0,0,1-2 Year,Yes,39156.0,13.0,168,0
349726,Male,50,1,28.0,0,1-2 Year,Yes,29026.0,26.0,131,1
197455,Male,51,1,24.0,0,1-2 Year,Yes,37152.0,124.0,216,0
137134,Male,45,1,17.0,1,1-2 Year,No,33544.0,124.0,228,0
217335,Male,25,1,11.0,1,< 1 Year,No,32991.0,152.0,86,0
109812,Female,62,1,28.0,0,1-2 Year,Yes,27761.0,122.0,198,0
206204,Male,37,1,28.0,0,1-2 Year,No,54798.0,13.0,15,0
288865,Male,26,1,32.0,0,< 1 Year,Yes,35449.0,152.0,211,1
30661,Female,51,1,11.0,1,1-2 Year,No,32259.0,26.0,52,0
312523,Male,26,1,30.0,1,< 1 Year,No,35718.0,152.0,210,0
255953,Male,25,1,26.0,0,< 1 Year,Yes,27501.0,152.0,149,1
304470,Female,27,1,28.0,1,< 1 Year,No,41727.0,152.0,197,0
303881,Male,69,1,15.0,0,1-2 Year,Yes,42534.0,124.0,75,0
99953,Female,23,1,11.0,1,< 1 Year,No,76843.0,152.0,189,0
261007,Female,27,1,28.0,1,< 1 Year,No,33756.0,152.0,216,0
182071,Male,44,1,28.0,1,1-2 Year,No,41722.0,25.0,31,0
239171,Female,25,1,12.0,1,< 1 Year,No,28125.0,152.0,129,0
778,Male,20,1,13.0,0,< 1 Year,Yes,2630.0,160.0,222,0
380796,Male,53,1,8.0,0,1-2 Year,Yes,37653.0,26.0,232,0
237302,Male,56,1,15.0,0,1-2 Year,No,2630.0,26.0,103,0
62055,Female,46,1,35.0,1,1-2 Year,No,2630.0,124.0,229,0
316168,Female,28,1,50.0,0,< 1 Year,No,26250.0,152.0,25,0
372400,Male,23,1,28.0,0,< 1 Year,Yes,43320.0,152.0,211,1
117032,Female,29,1,19.0,1,< 1 Year,No,31141.0,152.0,95,0
309493,Male,29,1,36.0,1,< 1 Year,No,33227.0,152.0,90,0
76187,Male,58,1,28.0,0,1-2 Year,Yes,30351.0,124.0,73,0
84613,Female,22,1,29.0,1,< 1 Year,No,30468.0,152.0,201,0
220179,Female,74,1,28.0,1,1-2 Year,No,55224.0,124.0,64,0
59611,Female,23,1,41.0,0,< 1 Year,Yes,20487.0,160.0,24,0
355856,Female,22,1,36.0,1,< 1 Year,No,33350.0,160.0,27,0
62155,Male,48,1,28.0,0,1-2 Year,Yes,35258.0,26.0,224,0
259898,Female,23,1,11.0,0,< 1 Year,No,21299.0,152.0,160,0
153287,Male,24,1,6.0,1,< 1 Year,No,23112.0,152.0,294,0
8207,Male,25,1,6.0,1,< 1 Year,No,33867.0,152.0,31,0
47439,Female,57,1,28.0,0,1-2 Year,Yes,22457.0,156.0,135,1
94307,Male,48,1,36.0,1,1-2 Year,No,37116.0,26.0,169,0
134535,Female,67,1,7.0,1,1-2 Year,No,2630.0,26.0,286,0
92336,Male,44,1,41.0,1,1-2 Year,No,44650.0,124.0,234,0
